meta_event_index,meta_event_id,meta_source_file_id,meta_shift_mode,meta_assigned_shift_ps,meta_discrete_group,target_shift_ps,energy_ch1_max_amplitude_mV,energy_ch1_t10_abs_ps,energy_ch2_max_amplitude_mV,energy_ch2_t10_abs_ps,timing_delta_t7_ps,timing_difference_c22_CO_Embed2_Dist_tau_d_expfit_meandiff,timing_difference_c22_CO_FirstMin_ac,timing_difference_c22_CO_HistogramAMI_even_2_5,timing_difference_c22_CO_f1ecac,timing_difference_c22_CO_trev_1_num,timing_difference_c22_DN_HistogramMode_10,timing_difference_c22_DN_HistogramMode_5,timing_difference_c22_DN_OutlierInclude_n_001_mdrmd,timing_difference_c22_DN_OutlierInclude_p_001_mdrmd,timing_difference_c22_FC_LocalSimple_mean1_tauresrat,timing_difference_c22_FC_LocalSimple_mean3_stderr,timing_difference_c22_IN_AutoMutualInfoStats_40_gaussian_fmmi,timing_difference_c22_MD_hrv_classic_pnn40,timing_difference_c22_PD_PeriodicityWang_th0_01,timing_difference_c22_SB_BinaryStats_diff_longstretch0,timing_difference_c22_SB_BinaryStats_mean_longstretch1,timing_difference_c22_SB_MotifThree_quantile_hh,timing_difference_c22_SB_TransitionMatrix_3ac_sumdiagcov,timing_difference_c22_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,timing_difference_c22_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,timing_difference_c22_SP_Summaries_welch_rect_area_5_1,timing_difference_c22_SP_Summaries_welch_rect_centroid
104,104,104;104;104;104,discrete,-80,0,-80.0,238.1123672731765,-24441.23605072183,213.31086256479202,-24204.46442676247,-2.5607952931636646,1.1222942493355579,12.0,0.4848761331117593,8.403524678970925,0.001514152709466331,-0.15186642614357715,-0.538147087484577,0.4275724275724275,-0.5704295704295704,0.21428571428571427,0.329252296921576,11.0,0.781,19.0,16.0,70.0,1.4415478272114521,0.008435374149659865,0.3125,0.20833333333333334,0.9984305718624927,0.0797670009700586
110,110,110;110;110;110,discrete,-80,0,-80.0,232.78008037373283,-24488.510551192,198.56518537366208,-24209.023700364087,-10.497666895048496,0.9184291250208161,31.0,0.5836722716558952,12.592279546103592,0.0037137482492012814,-0.614857537692487,-0.19314265267299002,0.4270729270729271,0.2827172827172828,0.08860759493670886,0.25674074830141885,30.0,0.659,117.0,34.0,94.0,1.3289809975230187,0.018518518518518517,0.375,0.25,0.9969761338544227,0.06749515466697266
111,111,111;111;111;111,discrete,80,2,80.0,233.317428413181,-24496.57943797035,204.54802409051524,-24374.7932116508,152.165938378225,0.6809793576955387,33.0,0.13953185733394155,10.31182873874889,-0.006585594971403484,-0.3497178946034234,0.19953462350304108,0.4475524475524475,-0.1528471528471529,0.25925925925925924,0.2732234386072751,25.0,0.14,183.0,47.0,340.0,1.3429327543758678,0.00827854881908936,0.14583333333333334,0.3333333333333333,0.9988890433548276,0.09203884727314453
116,116,116;116;116;116,discrete,80,2,80.0,237.82718408966986,-24286.558109019916,225.23994226245736,-24086.59455199149,119.2504613296883,0.6932061447497421,32.0,0.13953185733394155,10.004674964156923,-0.006812173520874346,-0.2022025462288486,0.3538618951746617,0.47552447552447563,-0.22377622377622375,0.3333333333333333,0.2773272903633484,23.0,0.25,103.0,31.0,112.0,1.3671268330905415,0.0017846519928613916,0.125,0.22916666666666666,0.998985429582505,0.09203884727314453
119,119,119;119;119;119,discrete,0,1,0.0,239.16492837132762,-24187.16790797127,218.21705438038256,-24039.559023866022,70.04689013767873,0.6810059802038329,32.0,0.2440074614995742,10.306828965893384,-0.006775953065894586,-0.02686047537743086,0.5088675796569628,0.4825174825174825,-0.028471528471528507,0.1076923076923077,0.28122206176779213,31.0,0.308,40.0,36.0,113.0,1.3056756292038776,0.0162962962962963,0.4166666666666667,0.20833333333333334,0.9988630774085071,0.08590292412160157
122,122,122;122;122;122,discrete,80,2,80.0,245.56558727330096,-23915.541178404666,205.52380438397793,-23784.741669637366,143.38868652470538,0.698484466579944,32.0,0.10926005361757371,10.35305735129586,-0.005491240370046418,0.49733674132536443,-0.03813341059890263,0.5124875124875126,-0.011488511488511488,0.2692307692307692,0.27472549286808295,25.0,0.193,168.0,39.0,147.0,1.3583058755654887,0.0018467220683287162,0.8541666666666666,0.3958333333333333,0.9989809928991051,0.0797670009700586
127,127,127;127;127;127,discrete,80,2,80.0,229.5279228507287,-24495.32976721791,212.85066299297503,-24414.811438565084,143.1297472325248,0.6797358108135392,32.0,0.13725877295127215,10.160566911627885,-0.007075392939005017,-0.1900848167293674,0.36870704623800776,0.44555444555444557,-0.11688311688311692,0.3076923076923077,0.27420599831976056,24.0,0.107,179.0,38.0,132.0,1.3522481008846432,0.013619575253924283,0.8541666666666666,0.3958333333333333,0.9989740458083338,0.09203884727314453
128,128,128;128;128;128,discrete,0,1,0.0,231.23389606194408,-24772.704835629578,224.42386704342374,-24570.467019204305,64.20536320544556,0.6879051410484303,32.0,0.5132942945872039,10.28107133942392,-0.006794942460132395,-0.5356244648977264,1.1028996835779568,0.4285714285714286,-0.8141858141858141,0.25,0.28345929408586334,27.0,0.516,79.0,16.0,199.0,1.3744932712715323,0.011700680272108844,0.2916666666666667,0.4166666666666667,0.9988037484750797,0.08590292412160157
132,132,132;132;132;132,discrete,-80,0,-80.0,228.7798352852098,-24889.923116446127,217.01547265101044,-24789.72109721496,23.267504214697254,1.0869873215405907,34.0,0.585866224939338,22.067936084476155,-0.0021061931833090373,0.24274679876918892,-0.17858899440324594,0.40459540459540455,0.1488511488511488,0.07291666666666667,0.2195009707958702,33.0,0.634,40.0,28.0,138.0,1.3542457138886626,0.043333333333333335,0.8541666666666666,0.2916666666666667,0.9972864105512833,0.03681553890925782
133,133,133;133;133;133,discrete,-80,0,-80.0,235.63774127673048,-25163.056277602005,226.84596248789754,-24834.186232690445,1.0338820918462943,0.9674647173794539,32.0,0.6952856810856288,14.6581960235825,0.0029775742458355214,-0.48068375068987956,0.6257184883586717,0.37362637362637363,-0.34465534465534464,0.03571428571428571,0.24089415029751263,31.0,0.641,82.0,26.0,136.0,1.342041720947782,0.08000000000000002,0.2916666666666667,0.3125,0.9968542116320774,0.07363107781851563
