meta_event_index,meta_event_id,meta_source_file_id,meta_shift_mode,meta_assigned_shift_ps,meta_discrete_group,target_shift_ps,energy_ch1_max_amplitude_mV,energy_ch1_t10_abs_ps,energy_ch2_max_amplitude_mV,energy_ch2_t10_abs_ps,timing_delta_t7_ps,timing_difference_c22_CO_Embed2_Dist_tau_d_expfit_meandiff,timing_difference_c22_CO_FirstMin_ac,timing_difference_c22_CO_HistogramAMI_even_2_5,timing_difference_c22_CO_f1ecac,timing_difference_c22_CO_trev_1_num,timing_difference_c22_DN_HistogramMode_10,timing_difference_c22_DN_HistogramMode_5,timing_difference_c22_DN_OutlierInclude_n_001_mdrmd,timing_difference_c22_DN_OutlierInclude_p_001_mdrmd,timing_difference_c22_FC_LocalSimple_mean1_tauresrat,timing_difference_c22_FC_LocalSimple_mean3_stderr,timing_difference_c22_IN_AutoMutualInfoStats_40_gaussian_fmmi,timing_difference_c22_MD_hrv_classic_pnn40,timing_difference_c22_PD_PeriodicityWang_th0_01,timing_difference_c22_SB_BinaryStats_diff_longstretch0,timing_difference_c22_SB_BinaryStats_mean_longstretch1,timing_difference_c22_SB_MotifThree_quantile_hh,timing_difference_c22_SB_TransitionMatrix_3ac_sumdiagcov,timing_difference_c22_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,timing_difference_c22_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,timing_difference_c22_SP_Summaries_welch_rect_area_5_1,timing_difference_c22_SP_Summaries_welch_rect_centroid
111,111,111;111;111;111,continuous,68,-1,68.0,233.29902601027123,-24509.209328481164,204.54802409051524,-24374.7932116508,140.2086244607368,0.6719574467528024,33.0,0.13885923630682215,10.200800583086677,-0.006776837161745159,-0.2960451127576942,0.2569466905728346,0.4475524475524475,-0.15384615384615385,0.25925925925925924,0.2759425206553164,25.0,0.158,184.0,47.0,340.0,1.3494123317579263,0.012661309958607259,0.14583333333333334,0.3333333333333333,0.9988685691787018,0.09203884727314453
116,116,116;116;116;116,continuous,-86,-1,-86.0,237.8158919149594,-24452.66976451683,225.23994226245736,-24086.59455199149,-46.284942037026156,0.6855819109964136,32.0,0.19767326766438292,9.336110598702929,0.0053886849633295085,0.23042134663871483,-0.30057068484449867,0.21828171828171827,0.46853146853146854,0.2692307692307692,0.2952657903570894,24.0,0.514,61.0,37.0,46.0,1.356868532635132,0.00946445060018467,0.375,0.4583333333333333,0.9988736697070034,0.09203884727314453
119,119,119;119;119;119,continuous,-8,-1,-8.0,239.5627846657928,-24195.455341269637,218.21705438038256,-24039.559023866022,61.643546928447535,0.7065029597641201,32.0,0.27793973259349597,10.617996745371885,-0.006382817987950231,-0.012648897511961188,0.5094132995206833,0.4825174825174825,-0.021478521478521473,0.1076923076923077,0.27785682322707767,31.0,0.346,40.0,35.0,113.0,1.312796070394417,0.007407407407407408,0.4166666666666667,0.20833333333333334,0.9988538782709201,0.07363107781851563
122,122,122;122;122;122,continuous,-105,-1,-105.0,245.93927438809408,-24101.213227574095,205.52380438397793,-23784.741669637366,-41.59286464357237,0.6464031544623028,32.0,0.5284055118889623,8.943051875348033,0.007521665384387472,-0.705340770010811,-1.2589462150546162,-0.3106893106893107,0.5044955044955044,0.30434782608695654,0.30241320394902815,22.0,0.569,64.0,39.0,72.0,1.3803187422967018,0.0023436091581034795,0.2916666666666667,0.3541666666666667,0.9986661152712675,0.09203884727314453
127,127,127;127;127;127,continuous,-26,-1,-26.0,229.5485439347041,-24601.016613262687,212.85066299297503,-24414.811438565084,37.28157208585614,0.7335143550830647,34.0,0.533211397853153,11.241075350171043,-0.005909521897208205,-0.45883388760479527,1.0826322573138079,0.43956043956043955,-0.2697302697302697,0.2413793103448276,0.2671581300353504,27.0,0.512,97.0,55.0,112.0,1.3612599910980032,0.003171856978085352,0.8541666666666666,0.3541666666666667,0.9986426458966018,0.07363107781851563
128,128,128;128;128;128,continuous,93,-1,93.0,231.25886843794248,-24678.897017705232,224.42386704342374,-24570.467019204305,157.70571250957488,0.7038804874948636,32.0,0.13784810251667928,10.437355183723328,-0.0065622092130934,-0.20064902846339372,0.3496453680080336,0.43356643356643354,-0.7802197802197802,0.32,0.26900900642780956,23.0,0.144,276.0,46.0,203.0,1.313741987556724,0.004166666666666666,0.125,0.2916666666666667,0.9989670166454352,0.08590292412160157
132,132,132;132;132;132,continuous,100,-1,100.0,227.58830254855224,-24709.923116446127,217.01547265101044,-24789.72109721496,203.26750421469697,0.7516919307834968,33.0,0.12356506239334784,11.097010238141443,-0.005226175722481596,0.486294261530297,-0.040318388948786144,0.41358641358641357,0.14785214785214795,0.32,0.25424416435412106,23.0,0.086,225.0,29.0,270.0,1.3560403086660875,0.00875,0.4166666666666667,0.4166666666666667,0.9988892055938412,0.08590292412160157
133,133,133;133;133;133,continuous,84,-1,84.0,235.61544781464644,-24999.066469149875,226.84596248789754,-24834.186232690445,164.7373971149122,0.7319194458398887,33.0,0.10837427124938881,11.140784690985141,-0.004533964911494947,0.35404392475097257,-0.1708475570915109,0.40759240759240756,-0.2927072927072927,0.2962962962962963,0.2592091567575103,26.0,0.108,288.0,28.0,292.0,1.304988212977077,0.011200389578767959,0.8541666666666666,0.3125,0.9988622785068346,0.0797670009700586
139,139,139;139;139;139,continuous,-40,-1,-40.0,247.39322222350413,-24361.155241431672,221.37190284272668,-24108.173660552064,29.91629172355914,0.8521300358869154,46.0,0.3760081585323163,12.567877340679713,-0.003799456455689045,0.11681549188627294,0.5876582303154372,0.4735264735264735,-0.3261738261738262,0.1794871794871795,0.26337354605591806,38.0,0.6,170.0,26.0,71.0,1.3819899490452756,0.005866666666666668,0.4166666666666667,0.2916666666666667,0.9986691370826345,0.06749515466697266
146,146,146;146;146;146,continuous,-99,-1,-99.0,235.1725445999234,-24243.755739172673,211.1975619476166,-24121.47980045722,10.86819559901997,2.8003228799245776,50.0,0.9050063462978288,25.488717497902595,-0.00016147240204564687,-0.01945648997955396,-0.2785999824485874,-0.0699300699300699,-0.2692307692307692,0.06542056074766354,0.17559778220197345,40.0,0.638,66.0,36.0,103.0,1.3361177762582939,0.012345679012345678,0.7708333333333334,0.4166666666666667,0.9987438847080287,0.030679615757714843
